source,campaign,influencer_id,user_id,product,date,orders,revenue
Twitter,Campaign_6,393,htljfedteetq,Speciality Supplement Pack,2025-01-03,59,31296.06
YouTube,Campaign_76,117,p3pyocvvv6f4,Pre Workout Drink,2024-02-13,46,95354.46
Twitter,Campaign_10,478,euxhq5r7a2p4,Fat Burner Capsules,2023-03-13,46,87989.33
Twitter,Campaign_27,330,lew4p220x3ob,Pre Workout Drink,2024-09-29,2,41372.22
Instagram,Campaign_3,491,kjq879jmq48b,Herbal Skin Care Cream,2023-01-02,31,68833.49
Instagram,Campaign_24,110,890zm8jkx2y5,Pre Workout Drink,2022-09-07,29,89154.72
Facebook,Campaign_55,255,l3eowr8j0jmm,Speciality Supplement Pack,2024-02-24,56,23648.51
Instagram,Campaign_53,21,yr77yh3y8a6m,Weight Loss Snack,2022-10-19,25,34921.72
YouTube,Campaign_17,107,9682yf7qtz1r,Protein Powder,2024-10-21,18,51254.3
YouTube,Campaign_94,313,uy5r8t9450xp,Speciality Supplement Pack,2022-08-12,35,14526.92
YouTube,Campaign_13,458,oi73t2gqyltx,Herbal Skin Care Cream,2022-12-29,84,43649.42
Facebook,Campaign_75,369,182kyb8vodmr,Multivitamin Tablets,2022-12-21,8,87830.57
Facebook,Campaign_82,405,5qsfrpk9vo8p,Fat Burner Capsules,2025-05-04,70,35270.63
Facebook,Campaign_25,232,m4y2mgbncprc,Herbal Skin Care Cream,2024-01-17,49,38474.37
Twitter,Campaign_55,474,wfbyach4l0ah,Fat Burner Capsules,2025-07-16,16,61958.43
Instagram,Campaign_95,28,1kg9uz1kktdn,Vital Herbs Mix,2023-09-25,60,2447.41
Twitter,Campaign_64,462,umvexg4pji9t,Post Workout Drink,2024-12-26,34,23988.57
YouTube,Campaign_3,340,t96j6vdcf33u,Speciality Supplement Pack,2025-06-20,21,37829.72
Instagram,Campaign_37,231,699vnppufu73,Post Workout Drink,2024-06-14,99,35489.8
Facebook,Campaign_48,84,uhr5y5kfsnrr,Herbal Skin Care Cream,2025-06-07,69,95075.2
YouTube,Campaign_23,322,lt2bi305re29,Weight Gainer,2022-10-29,74,27383.75
Instagram,Campaign_45,439,u3om8lhpwf5x,Post Workout Drink,2025-02-11,75,65215.05
Facebook,Campaign_1,136,k1syf8z1r505,Weight Gainer,2025-06-26,97,83167.12
Instagram,Campaign_69,422,s34cgspfrj2n,Protein Powder,2025-03-10,47,79274.05
Facebook,Campaign_74,482,wban52v58ng0,Pre Workout Drink,2024-08-01,98,38206.12
Twitter,Campaign_2,391,dlhxbaac6qdc,Protein Powder,2023-12-23,23,48429.1
Facebook,Campaign_78,303,v2iyq9gntdwh,Fat Burner Capsules,2024-06-11,37,73923.64
YouTube,Campaign_81,439,mbun6xbelko4,Pre Workout Drink,2023-10-10,100,76626.51
Instagram,Campaign_94,331,8dhcbzcxqud8,Herbal Extract,2023-10-12,52,23899.48
Instagram,Campaign_89,228,m829a7zz99hh,Fat Burner Capsules,2025-05-04,64,5031.84
Twitter,Campaign_84,400,4rwb45d5kgf3,Herbal Skin Care Cream,2022-11-28,44,63388.99
YouTube,Campaign_33,411,9wf58yj9ohnj,Herbal Extract,2023-04-19,74,17980.56
Facebook,Campaign_34,264,ypogx49jmz43,Weight Loss Snack,2023-03-02,36,55091.18
Twitter,Campaign_34,286,d3zb28mclice,Herbal Extract,2023-07-14,12,65431.44
Facebook,Campaign_13,294,7w683o3fo22z,Protein Powder,2024-07-03,66,88992.95
Twitter,Campaign_77,200,j719vp4js6nl,Post Workout Drink,2024-09-10,8,55428.51
Instagram,Campaign_50,144,m4gl51n5xyod,Herbal Extract,2025-05-10,8,26749.92
Twitter,Campaign_71,339,0r450f1deu3d,Herbal Skin Care Cream,2025-02-05,97,31907.82
Instagram,Campaign_4,482,b8acr2l6bgrt,Herbal Extract,2024-10-23,52,20208.33
Twitter,Campaign_23,67,4lbjk66ke9jf,Post Workout Drink,2024-12-07,27,93257.47
Facebook,Campaign_99,17,o2atz4c3iyx9,Herbal Extract,2025-04-29,69,73932.29
Facebook,Campaign_43,173,5ojw9bfc0xef,Vital Herbs Mix,2024-09-17,53,39717.84
Facebook,Campaign_55,462,6a9xcxbt6hmr,Protein Powder,2023-10-16,18,86674.85
Facebook,Campaign_36,57,yi02o0yleqdb,Herbal Extract,2024-12-20,10,36436.46
Twitter,Campaign_79,141,2pc3q1d05aqr,Weight Loss Snack,2025-05-28,38,89996.14
Instagram,Campaign_70,353,js9nptpr2pry,Herbal Skin Care Cream,2024-07-06,8,60206.18
Facebook,Campaign_89,211,vf3tiveh8vfn,Multivitamin Tablets,2025-04-04,94,42478.26
Instagram,Campaign_66,73,qgnrhp36ky6y,Multivitamin Tablets,2023-10-17,62,11850.56
Twitter,Campaign_2,192,dybv33yw1v49,Multivitamin Tablets,2023-09-02,28,69330.12
Instagram,Campaign_36,261,tdyf12chdaub,Vital Herbs Mix,2023-12-09,19,92473.68
Facebook,Campaign_17,403,m3bcoxz0oic6,Post Workout Drink,2023-08-18,89,91070.96
YouTube,Campaign_70,251,7w5wlo61po9o,Weight Gainer,2023-02-20,54,14263.64
Twitter,Campaign_96,294,2m470n9em9nr,Weight Loss Snack,2025-01-23,8,50849.59
Instagram,Campaign_35,37,73wg5m296njw,Herbal Skin Care Cream,2025-01-14,56,47105.2
Twitter,Campaign_26,62,u73365rd46wk,Weight Gainer,2024-05-01,78,97152.1
Instagram,Campaign_77,269,ecbaots98iz3,Fat Burner Capsules,2023-05-12,83,73835.19
Twitter,Campaign_100,238,u81jczlxozv4,Weight Gainer,2023-02-01,66,74966.03
Facebook,Campaign_72,34,w5nu4in2kqvb,Pre Workout Drink,2024-02-19,98,77238.21
YouTube,Campaign_5,365,3ltijarta4pn,Multivitamin Tablets,2024-12-29,82,71634.19
Facebook,Campaign_43,24,9a7b726ew7lr,Herbal Skin Care Cream,2025-03-02,36,63782.67
YouTube,Campaign_83,109,kht1tglnss2p,Post Workout Drink,2022-11-26,98,51398.13
YouTube,Campaign_21,162,miay8mlncgfq,Protein Powder,2024-03-29,78,76372.3
YouTube,Campaign_79,322,dpsy9mze9wy5,Multivitamin Tablets,2025-05-21,63,39474.77
YouTube,Campaign_56,240,wda03daz3rwb,Vital Herbs Mix,2024-05-01,29,75254.19
Twitter,Campaign_72,210,j9cpv4h1rzf1,Speciality Supplement Pack,2022-12-28,39,96973.48
Facebook,Campaign_97,331,u6vqs4hufn4v,Weight Loss Snack,2023-04-17,86,31361.66
Facebook,Campaign_96,45,nboobck3ervk,Pre Workout Drink,2025-04-20,26,19621.81
Twitter,Campaign_85,89,dxt3u6okgk8m,Post Workout Drink,2022-11-08,66,10570.31
YouTube,Campaign_40,326,ydl0l89k8teb,Post Workout Drink,2022-11-25,98,96536.49
YouTube,Campaign_18,13,tldkz27dqtro,Vital Herbs Mix,2023-11-15,45,61408.31
Facebook,Campaign_12,56,i91eaf3ihswi,Herbal Extract,2025-03-26,85,51177.4
YouTube,Campaign_91,419,xn1lvzfaa2i4,Post Workout Drink,2025-07-16,96,17154.14
Twitter,Campaign_11,484,77pkbrfbfl0v,Multivitamin Tablets,2022-08-19,40,15671.77
Twitter,Campaign_4,454,8hsm8rt419fg,Protein Powder,2023-03-28,73,5718.81
YouTube,Campaign_55,81,4ubv9tkrwqdy,Herbal Extract,2023-06-01,8,63203.22
Facebook,Campaign_20,403,odux5x64os9g,Herbal Extract,2024-11-01,19,25990.1
Twitter,Campaign_54,113,xcp8na164s6c,Multivitamin Tablets,2023-06-09,92,99130.76
Twitter,Campaign_54,20,6rb0fgynsatc,Herbal Extract,2024-01-09,46,91813.31
Twitter,Campaign_64,452,qewdw29phbch,Protein Powder,2023-08-17,56,97153.04
Instagram,Campaign_9,226,uat45j69tb38,Protein Powder,2024-08-30,91,88050.71
YouTube,Campaign_30,248,6tgo2t7q0ecd,Speciality Supplement Pack,2025-07-11,92,13784.57
Twitter,Campaign_72,176,c9ypp0klx5ry,Post Workout Drink,2023-09-19,58,10207.9
Twitter,Campaign_83,53,iaru4hs7xm7i,Weight Gainer,2024-07-11,89,64606.02
Instagram,Campaign_89,317,dp5srk6m8r8d,Weight Gainer,2025-03-18,69,9007.06
Twitter,Campaign_43,287,wpzkg84ynerv,Speciality Supplement Pack,2023-01-22,46,55435.72
Instagram,Campaign_68,404,8jhe9fi3m5rp,Herbal Skin Care Cream,2024-12-20,17,24349.07
Twitter,Campaign_67,106,bla6szo61lqo,Post Workout Drink,2022-11-18,64,65139.25
YouTube,Campaign_62,35,newrx4me6xkj,Weight Gainer,2024-06-29,51,98689.36
Facebook,Campaign_98,450,upqvubqezqjp,Weight Gainer,2022-08-13,6,83020.51
Twitter,Campaign_91,133,al1dsp7iothi,Weight Gainer,2024-03-12,5,43987.04
Twitter,Campaign_67,169,eht1sem5pspu,Herbal Extract,2022-10-11,7,20175.29
Instagram,Campaign_70,228,69cmnjtulr7z,Fat Burner Capsules,2022-12-01,38,42879.08
Instagram,Campaign_7,106,3uorwaobc3ok,Multivitamin Tablets,2025-02-20,81,30048.31
Twitter,Campaign_65,112,o3vpk2u4avpm,Pre Workout Drink,2025-01-23,83,42931.66
Facebook,Campaign_15,462,x5l77ibrsjox,Post Workout Drink,2025-03-17,0,99951.88
Facebook,Campaign_51,498,505xf36l3ext,Herbal Skin Care Cream,2022-08-30,95,37649.96
Facebook,Campaign_80,209,s6y3c1hd9n1o,Multivitamin Tablets,2024-10-27,49,59211.34
Facebook,Campaign_50,459,5bqwyo653dyj,Multivitamin Tablets,2022-11-08,12,99187.69
YouTube,Campaign_19,119,xm8og996jlul,Weight Gainer,2023-12-22,91,51434.59
Twitter,Campaign_30,256,ym7y6clgrr4c,Protein Powder,2023-05-22,90,59622.47
Facebook,Campaign_65,202,9asz5g46tzmv,Weight Gainer,2023-01-07,70,2765.59
Twitter,Campaign_89,62,6rl7gjcml880,Speciality Supplement Pack,2024-05-30,24,37106.96
Facebook,Campaign_95,36,4fi3d7ji6i8e,Herbal Extract,2025-05-23,23,67684.8
Twitter,Campaign_94,128,8qkxkizfzmqp,Post Workout Drink,2025-01-24,67,91932.44
Facebook,Campaign_39,442,7rxkzk4rqjwo,Herbal Extract,2023-04-06,77,52551.14
Instagram,Campaign_93,274,jwf50sxkuaq6,Pre Workout Drink,2023-10-04,72,12924.03
Facebook,Campaign_26,252,xcbuukgsuinj,Multivitamin Tablets,2025-06-21,20,64666.07
Facebook,Campaign_91,116,esps8q185gsc,Vital Herbs Mix,2024-05-09,39,10174.86
Twitter,Campaign_7,105,mnuun4tjj96m,Herbal Extract,2024-05-08,36,80773.39
YouTube,Campaign_89,14,ef1k7jzqa1ox,Post Workout Drink,2025-04-15,41,35836.6
YouTube,Campaign_15,94,c0vvklq0xjla,Pre Workout Drink,2024-12-03,79,5015.83
Instagram,Campaign_21,245,r90escdcowdx,Herbal Skin Care Cream,2024-03-29,74,61791.86
YouTube,Campaign_87,61,cj19shq8bc4p,Weight Gainer,2022-08-19,88,47503.13
Twitter,Campaign_71,51,w8zw7nhpgjx1,Vital Herbs Mix,2025-06-12,72,42649.96
YouTube,Campaign_95,385,9emf8rsjrrw2,Pre Workout Drink,2024-09-15,1,1054.13
YouTube,Campaign_97,427,4ivsrlzxww4h,Post Workout Drink,2024-06-24,63,61054.51
Twitter,Campaign_48,72,udsnj53tisn9,Pre Workout Drink,2025-03-05,27,46019.9
Twitter,Campaign_89,86,6ff30ap7dvuf,Weight Loss Snack,2024-07-01,25,45650.73
YouTube,Campaign_36,131,7q2398nli8cx,Weight Loss Snack,2025-03-26,92,95099.44
Facebook,Campaign_49,84,u1cxx3lnc304,Weight Loss Snack,2024-04-29,9,29720.27
Facebook,Campaign_54,455,nwf222gtlvu5,Weight Loss Snack,2023-06-22,5,6952.97
Facebook,Campaign_45,50,3y15caeelsx5,Speciality Supplement Pack,2024-08-28,30,86499.5
Instagram,Campaign_18,382,2gwa654nvguw,Weight Loss Snack,2025-04-12,2,51292.34
YouTube,Campaign_31,295,6yz7ry21g6yr,Speciality Supplement Pack,2025-03-17,2,93955.99
YouTube,Campaign_5,340,gc5fj2texqqg,Weight Gainer,2023-09-18,63,27682.09
Twitter,Campaign_64,295,d5kxj2eznj8u,Speciality Supplement Pack,2023-04-17,54,83826.26
Twitter,Campaign_49,464,81nwytau731q,Weight Loss Snack,2023-04-09,33,40371.71
YouTube,Campaign_93,4,x4q7xolxcy6f,Weight Loss Snack,2023-12-06,14,55031.14
YouTube,Campaign_86,12,d627dtq9ruj3,Post Workout Drink,2025-04-12,77,29213.91
YouTube,Campaign_5,14,np6w30y28zbj,Herbal Extract,2023-02-21,42,58956.36
Instagram,Campaign_53,310,jac9onqyqpx1,Protein Powder,2023-12-03,42,42563.09
Facebook,Campaign_60,402,7nqgfxrk1mpl,Protein Powder,2024-09-20,9,2756.07
Instagram,Campaign_8,186,a10ib26pzezw,Weight Loss Snack,2023-02-12,62,80806.78
YouTube,Campaign_32,499,5448m46h4ah5,Vital Herbs Mix,2023-05-26,71,88752.38
Twitter,Campaign_96,237,ktartw3fh72n,Post Workout Drink,2022-08-06,71,61904.75
YouTube,Campaign_61,269,mce4pevh4qlc,Weight Loss Snack,2025-01-14,46,66021.97
Instagram,Campaign_47,39,eq4xypphv9ob,Post Workout Drink,2024-05-15,95,7344.3
Facebook,Campaign_96,154,7nbqw35f5say,Pre Workout Drink,2025-07-11,16,52434.92
Twitter,Campaign_60,121,rszqussjhmot,Protein Powder,2022-10-16,75,46056.78
Instagram,Campaign_71,435,oy9qjs7i58up,Speciality Supplement Pack,2024-11-21,70,78719.08
Twitter,Campaign_94,394,6j3vme942hqf,Herbal Extract,2025-04-22,12,59172.04
Twitter,Campaign_24,278,xclq08jt6gk3,Herbal Skin Care Cream,2023-08-25,6,68998.31
YouTube,Campaign_61,175,lv323xqpluyg,Speciality Supplement Pack,2024-11-04,83,10318.42
YouTube,Campaign_13,163,3hd6oi9di53c,Pre Workout Drink,2022-08-07,4,73507.91
Facebook,Campaign_21,318,d0znuajpbpkv,Multivitamin Tablets,2022-09-07,52,29938.16
Instagram,Campaign_54,92,cm2cd1w6rud5,Herbal Skin Care Cream,2024-12-17,62,18026.42
Facebook,Campaign_54,499,wc9f2tbw4pyx,Weight Gainer,2024-04-10,91,9155.33
Instagram,Campaign_24,441,3s63lc6p0drq,Speciality Supplement Pack,2023-07-23,76,40928.07
Instagram,Campaign_23,370,fvfa5qub00mf,Fat Burner Capsules,2024-04-24,96,60033.46
Facebook,Campaign_99,336,9awrzvzzg9bc,Speciality Supplement Pack,2022-11-13,29,8378.32
Facebook,Campaign_22,55,dc25dmup1yvw,Fat Burner Capsules,2024-04-30,82,78533.64
Twitter,Campaign_60,44,qj8vv457gnvb,Multivitamin Tablets,2023-08-06,44,47354.79
Twitter,Campaign_30,101,a43ijwef7r1b,Fat Burner Capsules,2025-07-16,13,13616.99
YouTube,Campaign_89,9,llypgw00jyj2,Pre Workout Drink,2023-05-25,41,14700.69
Instagram,Campaign_9,25,dsaexmojd85d,Herbal Skin Care Cream,2023-01-22,69,64229.98
Facebook,Campaign_32,455,w1nn9f7qa1vi,Protein Powder,2025-04-03,27,52967.37
Instagram,Campaign_10,481,q63f9hkjf0u2,Herbal Skin Care Cream,2023-05-11,21,9643.32
Facebook,Campaign_96,136,rup7fahiapjy,Herbal Skin Care Cream,2024-11-21,44,94478.13
Instagram,Campaign_8,487,1zb62g6b4tsg,Weight Gainer,2022-09-27,56,80460.06
YouTube,Campaign_23,140,0s0u50ap1wns,Protein Powder,2024-07-06,90,6071.67
Instagram,Campaign_9,302,qhacmeyp17x8,Weight Loss Snack,2025-02-24,14,32834.31
YouTube,Campaign_81,15,9nadhe709hkd,Weight Gainer,2023-01-11,88,7258.22
YouTube,Campaign_3,450,6k7rmnzsyhri,Herbal Skin Care Cream,2024-04-05,13,17388.67
YouTube,Campaign_8,83,pvtab38lstu0,Weight Gainer,2023-03-14,21,90632.14
YouTube,Campaign_8,234,cgf2ixw2lynh,Speciality Supplement Pack,2023-08-01,50,47285.13
Facebook,Campaign_73,22,x2o3lfln7ft5,Protein Powder,2025-04-13,31,56213.86
Instagram,Campaign_37,225,hkojj9vynhcc,Weight Loss Snack,2023-11-29,63,91204.97
Instagram,Campaign_77,498,y7b0u2hvmbn4,Weight Gainer,2022-09-27,35,37617.57
Instagram,Campaign_33,156,hzwcfu9nlgsz,Fat Burner Capsules,2025-05-17,15,78978.52
Twitter,Campaign_9,163,2dcpganl816l,Protein Powder,2024-07-09,71,23509.9
YouTube,Campaign_70,497,buwchgtwy3y7,Pre Workout Drink,2024-06-18,76,7476.86
Twitter,Campaign_43,82,61snbc5advg8,Pre Workout Drink,2024-11-25,95,19301.98
Twitter,Campaign_79,473,za2obx9xk2j2,Weight Loss Snack,2022-11-16,45,19136.7
Facebook,Campaign_94,118,r24g4zrrp52i,Herbal Skin Care Cream,2024-04-15,60,34421.95
Instagram,Campaign_62,413,7zc7bkski19u,Speciality Supplement Pack,2023-08-24,45,73387.7
Twitter,Campaign_35,99,r8nzjee1b34r,Protein Powder,2024-08-18,67,94027.61
Instagram,Campaign_13,260,qvzyie8mylac,Speciality Supplement Pack,2024-08-23,44,45570.43
Twitter,Campaign_3,44,ydctq1lz5rlt,Vital Herbs Mix,2025-02-03,46,47763.35
Twitter,Campaign_17,460,dcl3ah4em5go,Vital Herbs Mix,2022-12-18,7,85239.32
Twitter,Campaign_14,364,tuamdb93qxgl,Protein Powder,2024-02-28,22,78033.96
Facebook,Campaign_3,17,i5ghxcx8g4xu,Vital Herbs Mix,2023-09-21,90,73652.25
Twitter,Campaign_68,120,43lc6jwcz3bq,Multivitamin Tablets,2025-05-15,8,32866.13
Twitter,Campaign_69,425,frb0nzutp4hy,Protein Powder,2022-08-13,92,47226.89
Twitter,Campaign_15,442,5i8neoge9b4u,Fat Burner Capsules,2022-07-26,7,82327.95
Facebook,Campaign_34,163,nei5nc0mhxbo,Vital Herbs Mix,2024-05-25,40,7016.25
YouTube,Campaign_68,225,h5743f9rd4mw,Weight Gainer,2024-01-05,38,92718.17
YouTube,Campaign_36,122,pmib2i98nkhd,Fat Burner Capsules,2023-07-04,51,40486.75
Facebook,Campaign_77,213,lszatdfnmdls,Herbal Extract,2023-02-06,74,96485.78
Instagram,Campaign_92,268,xjn82ijw95mz,Pre Workout Drink,2025-07-23,29,19672.55
YouTube,Campaign_11,469,08n0xcs16aha,Herbal Extract,2024-06-14,23,57809.08
Facebook,Campaign_60,433,nmvtvoav41b8,Vital Herbs Mix,2025-03-15,86,45932.55
YouTube,Campaign_69,98,e9uf3qw2kdof,Weight Loss Snack,2024-11-13,15,91816.02
Instagram,Campaign_8,201,fws890ymt0w3,Weight Gainer,2023-09-17,13,12539.08
Twitter,Campaign_65,421,x2ffa489cbi2,Vital Herbs Mix,2022-12-10,69,47683.01
Twitter,Campaign_86,311,mknkj20z0e67,Speciality Supplement Pack,2023-06-29,73,85533.59
Instagram,Campaign_100,30,7mckum88bw69,Vital Herbs Mix,2025-03-17,18,82098.28
YouTube,Campaign_7,284,zmq9p7eqfjod,Protein Powder,2022-08-04,53,94476.57
YouTube,Campaign_4,325,8vu7jcsjpkb4,Weight Loss Snack,2024-02-01,52,70774.07
Twitter,Campaign_1,342,ppecpgnm6hxg,Herbal Extract,2022-07-28,53,52173.13
Facebook,Campaign_47,14,0qggbukcnydi,Herbal Extract,2023-06-10,64,52567.67
Twitter,Campaign_26,385,9wmtttqwh40w,Vital Herbs Mix,2024-01-15,3,44750.74
YouTube,Campaign_15,6,6a718fvx9pd3,Weight Loss Snack,2022-09-17,22,99974.62
Instagram,Campaign_53,421,27kjo7rjtmg6,Herbal Skin Care Cream,2023-02-23,63,45331.13
Facebook,Campaign_64,70,t7cyx97i98uf,Weight Loss Snack,2025-01-11,97,23679.37
Instagram,Campaign_43,291,qau5sefmm3jt,Pre Workout Drink,2023-08-27,97,6550.2
Facebook,Campaign_43,346,4lmag75to3e1,Weight Gainer,2025-07-08,54,28939.73
YouTube,Campaign_68,11,e42t2g43154m,Herbal Extract,2024-05-05,5,17886.65
Facebook,Campaign_100,43,aphayibusa0w,Vital Herbs Mix,2024-03-17,90,27798.47
Instagram,Campaign_45,251,qofyc5eaardq,Fat Burner Capsules,2024-07-27,6,22606.31
Instagram,Campaign_42,243,v9k6l7j4v9el,Protein Powder,2022-08-15,61,26408.5
Facebook,Campaign_66,264,s2qtkeyw0nrv,Multivitamin Tablets,2025-01-03,68,15328.76
Instagram,Campaign_19,29,vqfn0izh88rb,Protein Powder,2023-05-16,91,97996.05
Instagram,Campaign_41,461,ywcybo1y97jy,Multivitamin Tablets,2024-10-30,22,5752.83
Twitter,Campaign_88,338,laqs4fusnzdw,Vital Herbs Mix,2024-08-10,91,81252.25
Twitter,Campaign_14,161,p73wuqaygi0p,Speciality Supplement Pack,2024-12-28,76,78739.44
Facebook,Campaign_48,230,0hibhc9gcmyz,Protein Powder,2022-09-18,55,85100.27
Facebook,Campaign_55,239,20fed9q7gqjt,Herbal Extract,2025-06-13,57,80468.27
YouTube,Campaign_76,330,510lk872pk69,Multivitamin Tablets,2023-09-29,15,63628.64
Instagram,Campaign_2,56,cdotvoiwatx5,Herbal Skin Care Cream,2023-01-01,63,51743.93
Facebook,Campaign_43,41,jtbkyr06o6at,Vital Herbs Mix,2022-12-17,79,6819.38
Facebook,Campaign_89,353,by76sw1yk83g,Fat Burner Capsules,2024-12-11,92,11934.66
YouTube,Campaign_65,210,sgchyb7th34c,Speciality Supplement Pack,2023-01-16,67,78473.98
Facebook,Campaign_60,454,uysg61vh0amx,Fat Burner Capsules,2022-09-07,53,7701.98
Twitter,Campaign_10,360,a6s0jeckou0h,Multivitamin Tablets,2024-07-21,43,69202.25
Twitter,Campaign_45,457,yo3hi0x5frzu,Speciality Supplement Pack,2024-01-19,73,20376.49
Twitter,Campaign_69,60,un6xgytbghro,Multivitamin Tablets,2024-11-29,34,95082.78
Facebook,Campaign_35,402,xil6rsofrvaf,Herbal Skin Care Cream,2024-02-04,39,21505.51
Facebook,Campaign_67,32,6ytcmbvptgsi,Speciality Supplement Pack,2024-06-09,88,97697.56
Instagram,Campaign_8,161,vhxlwi1cuf8g,Speciality Supplement Pack,2025-02-14,57,11717.38
Twitter,Campaign_49,161,q8dpmvi1v0i8,Herbal Skin Care Cream,2023-12-12,40,49494.8
Facebook,Campaign_95,1,gpw3o4dp632f,Speciality Supplement Pack,2022-12-12,68,42986.37
Facebook,Campaign_21,267,93ntcunbdzcf,Protein Powder,2022-08-13,59,96202.89
Twitter,Campaign_43,105,5akd95bu1etl,Post Workout Drink,2023-11-14,56,1330.8
Facebook,Campaign_51,63,lg3t9pc72eq8,Weight Loss Snack,2023-07-26,67,61311.56
Facebook,Campaign_18,332,ao1wxlciu4bm,Post Workout Drink,2025-01-21,52,9918.74
Facebook,Campaign_40,313,rcotx8o7ii03,Speciality Supplement Pack,2025-05-02,60,64716.58
Instagram,Campaign_13,196,od4jhrrrsuyj,Pre Workout Drink,2023-02-18,2,71650.21
Twitter,Campaign_17,274,mic97szpl56g,Post Workout Drink,2024-08-07,25,8854.34
YouTube,Campaign_97,64,w9bejam4rcer,Vital Herbs Mix,2023-02-27,69,94525.55
Twitter,Campaign_43,396,sw2vtcodaizh,Multivitamin Tablets,2023-07-29,58,12576.93
Twitter,Campaign_68,5,fki290bhjwp6,Post Workout Drink,2024-11-09,54,84327.33
Twitter,Campaign_46,453,ta0l4ao4wv7a,Fat Burner Capsules,2024-08-12,69,25768.22
Facebook,Campaign_82,146,r0swhcekfqnk,Weight Loss Snack,2023-01-12,82,7154.52
Twitter,Campaign_35,423,mb5oqnrshfca,Weight Loss Snack,2025-02-03,24,43006.29
Twitter,Campaign_64,186,6r0amc69rsw8,Weight Gainer,2023-06-16,10,70573.91
Twitter,Campaign_56,154,kbo2073o9ycm,Herbal Skin Care Cream,2024-04-01,9,32828.78
Facebook,Campaign_16,243,9po2fknvzddh,Herbal Skin Care Cream,2023-12-14,8,69852.32
Instagram,Campaign_32,319,16359ll2j2ng,Weight Loss Snack,2024-09-07,67,91835.19
Instagram,Campaign_22,411,1gag5t3lz8vn,Speciality Supplement Pack,2023-06-17,73,45668.38
Facebook,Campaign_23,249,bz40ys1sbdxg,Protein Powder,2025-05-04,10,77241.15
Instagram,Campaign_28,330,97sjd2o655w5,Herbal Extract,2022-09-19,82,71466.86
Twitter,Campaign_53,97,f0v5vyk7cf2j,Speciality Supplement Pack,2024-03-04,77,29513.93
Twitter,Campaign_72,73,4l3vv7rmn41r,Pre Workout Drink,2024-12-14,60,48648.09
Twitter,Campaign_25,152,7cx7m59pcyd2,Multivitamin Tablets,2024-03-09,42,45703.38
YouTube,Campaign_47,487,kirrnrnuyhe8,Post Workout Drink,2025-01-01,69,26051.41
Twitter,Campaign_88,81,jvrqvqlq93bv,Fat Burner Capsules,2022-10-19,33,7834.27
Facebook,Campaign_70,375,my7twy6h7tnv,Weight Gainer,2025-03-30,63,11926.79
Twitter,Campaign_75,47,okeynjtps9o5,Weight Loss Snack,2024-03-03,34,31687.34
Facebook,Campaign_75,331,srpuc8eylb0w,Fat Burner Capsules,2023-10-04,22,27936.8
Instagram,Campaign_40,21,vy2jkqqnj0ro,Multivitamin Tablets,2024-08-23,41,94018.51
YouTube,Campaign_61,371,cmqxtjbldwv7,Weight Gainer,2023-06-28,6,4605.52
Instagram,Campaign_50,119,naqgu5io8ve6,Speciality Supplement Pack,2022-10-20,68,5326.99
Facebook,Campaign_35,406,uxtrazmduyh2,Multivitamin Tablets,2023-12-09,79,63810.18
Twitter,Campaign_51,243,w9o8479r1133,Vital Herbs Mix,2024-05-10,25,13589.22
Facebook,Campaign_74,320,d91coo004ooi,Weight Gainer,2025-04-03,89,98019.69
Instagram,Campaign_47,311,iuhti7f2eywp,Speciality Supplement Pack,2025-07-13,38,94196.33
YouTube,Campaign_66,299,ajo3jrbloj8i,Multivitamin Tablets,2024-02-09,53,82770.99
Instagram,Campaign_9,350,jumddqg6x4z5,Speciality Supplement Pack,2025-06-27,0,84262.43
YouTube,Campaign_52,372,w67faayfaina,Vital Herbs Mix,2022-10-26,89,2780.76
Twitter,Campaign_78,55,woppb7v5g2l3,Pre Workout Drink,2024-01-19,62,24615.05
Instagram,Campaign_98,38,aj87wlyzfpp4,Fat Burner Capsules,2023-12-09,63,85110.25
Twitter,Campaign_22,477,xgq78u42i3p4,Weight Gainer,2024-08-25,4,56540.17
Twitter,Campaign_9,71,lfdj2q8d5z85,Fat Burner Capsules,2023-12-15,39,5555.84
Twitter,Campaign_37,145,461bochtcx5r,Weight Loss Snack,2025-05-29,41,99027.68
Instagram,Campaign_97,315,igo3hwpz6k0e,Weight Gainer,2025-03-25,44,97450.24
YouTube,Campaign_8,421,xc1t0oypkb57,Protein Powder,2022-12-19,58,37243.95
YouTube,Campaign_76,13,1wzsv6y39m3j,Herbal Skin Care Cream,2023-11-24,41,45539.54
YouTube,Campaign_12,59,gw8p3t53xr9d,Multivitamin Tablets,2025-03-17,62,3366.07
YouTube,Campaign_31,430,129kz24i11qj,Pre Workout Drink,2025-06-25,63,60150.09
Facebook,Campaign_76,70,d5ln55ej1ylj,Multivitamin Tablets,2023-04-05,19,82531.93
Instagram,Campaign_94,258,zccwxxdw2mvh,Weight Gainer,2025-04-24,35,89198.26
Instagram,Campaign_8,408,pl2iljl8vj61,Vital Herbs Mix,2023-12-23,28,75621.77
Facebook,Campaign_69,198,tyjavf61dm78,Herbal Skin Care Cream,2023-12-24,27,17550.55
Twitter,Campaign_50,115,ui5mgab1w1hg,Protein Powder,2023-10-04,40,38324.69
Facebook,Campaign_76,495,w5f6y1nm7935,Post Workout Drink,2024-02-05,18,29286.9
